_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,choose_a_rating,choose_a_rating_1,choose_a_rating_2,choose_a_rating_3,choose_a_rating_4,choose_a_rating_6,choose_a_rating_7,choose_a_rating_8,choose_a_rating_9,choose_a_rating_10,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10,question,,,,1,2,3,4,5,6,7,8,9,10,highest_ranked,question,best_answer,best_country,5 cents,10 cents,20 cents,Maddie,cby_country,percent,,,_country,Responses,BEST
941505549,4/27/16 6:07,1969924333,4/27/16 6:05,FALSE,clixsense,1,32951789,IND,19,Bangalore,117.192.246.123,4,5,3,2,4,4,4,5,5,5,"you should obey what they say, make them happy, spend quality time with them and also take advice from them.","For bonds between familyThe communication is very important confidence-esteem","some ways are to talk with them, ask them if they have issues, be independent with your money and stuff, besides that always tell them what you do so they dont worry about you :D",Some ways to improve my relationship with parents are:,"The best hint : spend quality time with your parents without smartphone, social media and other ways that you cannot give your parents all your attention, affection and love.","hello because I believe that to improve the relationship with your parents would be very important good communication , honesty , mutual respect, solidarity support among everyone in the household . It is very important to a good relationship as they will your parents for life and you have to care for them and love them as they did you when you were just a baby . They love you above all so value them because there are many who do not like me my parents died when I was very young. REGARDS","It depends offcourse of the problems you have. Are you very different, do they have different opinions of many things ? If that is the problem, then it is difficult. I always said that whatever problems you have with someone, it can be solved, but if you are two different world then there is not much to do there. Just keep it on distance and it will be best for all of you","Be as much as polite to them as you can,get good grades(if you are going to school) if not and you aren't living together then you can visit them as often as possible and give them little gifts or just stand by and ask for help, it will mean a lot to them but it's only few minutes to you.Stop by and chat about your life, just talk with them don't get in argue and don't speak about bad themes, just good ones,hope it helps buddy.",Always tell them your love and care.,"Tell them how much you appreciate them - there's no doubt that they've sacrificed a lot for you and your well being, and it would be amazing for you to tell them how much you appreciate that",What are some ways to improve my relationship with my parents?,,,,9,9,13,13,12,14,11,10,11,11,6,What is a cheap but nice gift to give your parents for their anniversary?,An album with photographs of you and your parents following their relationship and you while you were growing up.,MKD,,,,,,,,,VNM,22,3
941505549,4/27/16 6:07,1969924908,4/27/16 6:05,FALSE,clixsense,1,37449098,RUS,78,Tyumen,85.15.189.13,5,3,4,1,3,4,2,4,3,4,"you should obey what they say, make them happy, spend quality time with them and also take advice from them.","For bonds between familyThe communication is very important confidence-esteem","some ways are to talk with them, ask them if they have issues, be independent with your money and stuff, besides that always tell them what you do so they dont worry about you :D",Some ways to improve my relationship with parents are:,"The best hint : spend quality time with your parents without smartphone, social media and other ways that you cannot give your parents all your attention, affection and love.","hello because I believe that to improve the relationship with your parents would be very important good communication , honesty , mutual respect, solidarity support among everyone in the household . It is very important to a good relationship as they will your parents for life and you have to care for them and love them as they did you when you were just a baby . They love you above all so value them because there are many who do not like me my parents died when I was very young. REGARDS","It depends offcourse of the problems you have. Are you very different, do they have different opinions of many things ? If that is the problem, then it is difficult. I always said that whatever problems you have with someone, it can be solved, but if you are two different world then there is not much to do there. Just keep it on distance and it will be best for all of you","Be as much as polite to them as you can,get good grades(if you are going to school) if not and you aren't living together then you can visit them as often as possible and give them little gifts or just stand by and ask for help, it will mean a lot to them but it's only few minutes to you.Stop by and chat about your life, just talk with them don't get in argue and don't speak about bad themes, just good ones,hope it helps buddy.",Always tell them your love and care.,"Tell them how much you appreciate them - there's no doubt that they've sacrificed a lot for you and your well being, and it would be amazing for you to tell them how much you appreciate that",What are some ways to improve my relationship with my parents?,,,,7,8,8,8,9,11,5,6,6,6,6,Is it considered really unprofessional to text/ facebook message a TA?,"When it comes to exchanging information, texting is about as casual as it gets. You can communicate with someone without actually talking to them, send quick abbreviations, and you aren't required to use complete sentences.",VEN,,,,,,,,,,,
941505550,4/27/16 6:12,1969928717,4/27/16 6:11,FALSE,clixsense,1,35399280,IND,25,Chennai,199.224.150.18,4,1,1,4,4,2,4,4,2,2,I think the only thing you can really do at this point is come to an agreement on how to go about the conversation rather than jumping into the conversation.,just be honest,confiando en el,"First off instead off pouting and looking for an opportunity to start a fight and only then letting your partner know what was really bothering you,you should be opening  a conversation as soon as an issue comes up(whatever that may be).","You have a right to ask for the things you need in a relationship. In fact, you have a responsibility to yourself and your partner to be clear about your needs. You are the expert on yourself. No one else, not even your partner, can read your mind and know what you need in the way of support, intimate contact, time alone, domestic order, independence, sex, love, financial security, and so on.",It is responsive and flexible,"Bring him to the restaurant or to some places where he won't be able to leave. I mean if he starts yelling in the restaurant people will find him weird so there is a chance that you""ll both remain calm.",Through open communication.If you and your boyfriend have an open communication it can avoid of having accusing mind on part of the girl.,Find a quite place and talk about issue one at a time.,"Be as open and honest as possible. If he doesn't respond well to your honesty, then he's not worth your time, girl!",How can I facilitate mutually open discussions about relationship issues with my boyfriend and avoid sounding accusatory or isolating? ,,,,13,11,12,12,13,14,12,14,14,14,6,What's the easiest but nice meal to cook that is cheap?,"Spaghetti with homemade marinara.  All you have to do is saute a large can of tomatoes, half an onion (chopped), and a pinch of garlic together for 10-20 minutes, adding salt and pepper to taste.",PRT,,,,,,,,,,,
941505550,4/27/16 6:13,1969929020,4/27/16 6:11,FALSE,clixsense,1,20512953,USA,CA,Fairfield,76.232.182.5,3,3,1,1,5,4,1,2,1,5,I think the only thing you can really do at this point is come to an agreement on how to go about the conversation rather than jumping into the conversation.,just be honest,confiando en el,"First off instead off pouting and looking for an opportunity to start a fight and only then letting your partner know what was really bothering you,you should be opening  a conversation as soon as an issue comes up(whatever that may be).","You have a right to ask for the things you need in a relationship. In fact, you have a responsibility to yourself and your partner to be clear about your needs. You are the expert on yourself. No one else, not even your partner, can read your mind and know what you need in the way of support, intimate contact, time alone, domestic order, independence, sex, love, financial security, and so on.",It is responsive and flexible,"Bring him to the restaurant or to some places where he won't be able to leave. I mean if he starts yelling in the restaurant people will find him weird so there is a chance that you""ll both remain calm.",Through open communication.If you and your boyfriend have an open communication it can avoid of having accusing mind on part of the girl.,Find a quite place and talk about issue one at a time.,"Be as open and honest as possible. If he doesn't respond well to your honesty, then he's not worth your time, girl!",How can I facilitate mutually open discussions about relationship issues with my boyfriend and avoid sounding accusatory or isolating? ,,,,13,14,5,12,12,12,12,6,11,7,2,How should I balance schoolwork and enjoying myself?,"There is always time for everything, you need to learn how to study , so you can minimize the time you need to study.  I always studied what was important for me, not every sentence, understand and not learn from a to z.  Be moderate in everything, then you wont have to sacrifice one thing for another",SRB,,,,,,,,,,,
941505550,4/27/16 6:13,1969929108,4/27/16 6:11,FALSE,clixsense,1,32951789,IND,19,Bangalore,117.192.246.123,4,4,1,5,5,4,4,4,4,3,I think the only thing you can really do at this point is come to an agreement on how to go about the conversation rather than jumping into the conversation.,just be honest,confiando en el,"First off instead off pouting and looking for an opportunity to start a fight and only then letting your partner know what was really bothering you,you should be opening  a conversation as soon as an issue comes up(whatever that may be).","You have a right to ask for the things you need in a relationship. In fact, you have a responsibility to yourself and your partner to be clear about your needs. You are the expert on yourself. No one else, not even your partner, can read your mind and know what you need in the way of support, intimate contact, time alone, domestic order, independence, sex, love, financial security, and so on.",It is responsive and flexible,"Bring him to the restaurant or to some places where he won't be able to leave. I mean if he starts yelling in the restaurant people will find him weird so there is a chance that you""ll both remain calm.",Through open communication.If you and your boyfriend have an open communication it can avoid of having accusing mind on part of the girl.,Find a quite place and talk about issue one at a time.,"Be as open and honest as possible. If he doesn't respond well to your honesty, then he's not worth your time, girl!",How can I facilitate mutually open discussions about relationship issues with my boyfriend and avoid sounding accusatory or isolating? ,,,,10,6,6,12,11,11,14,9,10,15,10,Which year of college is the best?,"Senior year - you've already gotten all of the bad stuff out of the way, and you're hopefully secure with a job so you don't have to care too much about your grades, and you're old enough to go to a bar! And you get to check out senior spring!",0,,,,,,,,,,,
941505551,4/27/16 6:06,1969924143,4/27/16 6:06,FALSE,neodev,1,30273801,VEN,,,186.88.168.114,5,5,4,4,4,4,4,4,4,4,amarme confiar en mi mimarme,"I have been maintaining the same weight which is very much near my BMI. I once had diabetic sugar levels and tried to do many things  at same time including strenuous exercising. My medicine doses changed and caused more problems of low sugar.Then I decided to eliminate medicines altogether  for my diabetes. I drew out a plan of diet control coupled with exercises and walking. I reduced by carbo intake by  taking oats/salads for breakfast followed by moderate lunch with more lentils and little bit rice. Dinner was with  more wheat based foods.  I stopped all erratic food habits and started eating on time. I also started with meditation as form of sugar control. Now I lead a healthy life, do not take medicines for diabetes, timely food and avoiding all soicy foods like pizzas, carbonated drinks like coke .I am 58 now and very much hopeful about my health. I have not seen a doctor for any ailment now for almost 10 years except for annual checks",The best thing is to eat healthy and exercise regularly.,Just do things that make you happy.,take a massage,be acquainted with positive people,"Its so simple as star to think what do you day after day , hour and hour with your life, for example if you go to your job everyday in your own car and you see that you have a big belly, please start to walk at least 2 days from home to your job, getting up ealier to avoid to arrive late. That will be very positive to start to have a wonderfull body.","first thing is to always be clean inside and outside, eat fresh food, fruits, no chemicals. take a bath every day","Words are often a great way to release stress and help understand emotions when they can be blurred with overwhelming circumstances. Whether itÕ_Õ_ë_s writing a quick thank you note to your best friend or pounding your long-held emotions into a Word document that will be deleted later, words help clarify the ways in which we perceive the world around us. In a society that depends on holding in feelings, choose to be different by expressing them in an open and safe space.","Surround youreslf with people who support you and are a good influence on you, and help you be your best self","How do I practice better self care (other than ""drink tea"", ""draw pretty things"", ""take a bubble bath"" and other ""tips"" you find online)? ",,,,5,11,9,11,11,10,7,9,7,7,2,Are you a real doctor?  I am going to call the police.  This is bullshit.,yes i am a real doctor you can call police or anyone,VEN,,,,,,,,,,,
941505551,4/27/16 6:07,1969924966,4/27/16 6:06,FALSE,elite,1,28771728,RUS,61,Volgodonsk,80.254.107.80,3,4,4,5,5,5,5,5,4,5,amarme confiar en mi mimarme,"I have been maintaining the same weight which is very much near my BMI. I once had diabetic sugar levels and tried to do many things  at same time including strenuous exercising. My medicine doses changed and caused more problems of low sugar.Then I decided to eliminate medicines altogether  for my diabetes. I drew out a plan of diet control coupled with exercises and walking. I reduced by carbo intake by  taking oats/salads for breakfast followed by moderate lunch with more lentils and little bit rice. Dinner was with  more wheat based foods.  I stopped all erratic food habits and started eating on time. I also started with meditation as form of sugar control. Now I lead a healthy life, do not take medicines for diabetes, timely food and avoiding all soicy foods like pizzas, carbonated drinks like coke .I am 58 now and very much hopeful about my health. I have not seen a doctor for any ailment now for almost 10 years except for annual checks",The best thing is to eat healthy and exercise regularly.,Just do things that make you happy.,take a massage,be acquainted with positive people,"Its so simple as star to think what do you day after day , hour and hour with your life, for example if you go to your job everyday in your own car and you see that you have a big belly, please start to walk at least 2 days from home to your job, getting up ealier to avoid to arrive late. That will be very positive to start to have a wonderfull body.","first thing is to always be clean inside and outside, eat fresh food, fruits, no chemicals. take a bath every day","Words are often a great way to release stress and help understand emotions when they can be blurred with overwhelming circumstances. Whether itÕ_Õ_ë_s writing a quick thank you note to your best friend or pounding your long-held emotions into a Word document that will be deleted later, words help clarify the ways in which we perceive the world around us. In a society that depends on holding in feelings, choose to be different by expressing them in an open and safe space.","Surround youreslf with people who support you and are a good influence on you, and help you be your best self","How do I practice better self care (other than ""drink tea"", ""draw pretty things"", ""take a bubble bath"" and other ""tips"" you find online)? ",,,,5,11,8,8,11,9,8,9,9,8,2,U fuq w/ dis?,What? Dont understand this question,BRA,,,,,,,,,,,
941505551,4/27/16 6:08,1969925853,4/27/16 6:06,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,1,5,3,3,3,3,4,3,5,3,amarme confiar en mi mimarme,"I have been maintaining the same weight which is very much near my BMI. I once had diabetic sugar levels and tried to do many things  at same time including strenuous exercising. My medicine doses changed and caused more problems of low sugar.Then I decided to eliminate medicines altogether  for my diabetes. I drew out a plan of diet control coupled with exercises and walking. I reduced by carbo intake by  taking oats/salads for breakfast followed by moderate lunch with more lentils and little bit rice. Dinner was with  more wheat based foods.  I stopped all erratic food habits and started eating on time. I also started with meditation as form of sugar control. Now I lead a healthy life, do not take medicines for diabetes, timely food and avoiding all soicy foods like pizzas, carbonated drinks like coke .I am 58 now and very much hopeful about my health. I have not seen a doctor for any ailment now for almost 10 years except for annual checks",The best thing is to eat healthy and exercise regularly.,Just do things that make you happy.,take a massage,be acquainted with positive people,"Its so simple as star to think what do you day after day , hour and hour with your life, for example if you go to your job everyday in your own car and you see that you have a big belly, please start to walk at least 2 days from home to your job, getting up ealier to avoid to arrive late. That will be very positive to start to have a wonderfull body.","first thing is to always be clean inside and outside, eat fresh food, fruits, no chemicals. take a bath every day","Words are often a great way to release stress and help understand emotions when they can be blurred with overwhelming circumstances. Whether itÕ_Õ_ë_s writing a quick thank you note to your best friend or pounding your long-held emotions into a Word document that will be deleted later, words help clarify the ways in which we perceive the world around us. In a society that depends on holding in feelings, choose to be different by expressing them in an open and safe space.","Surround youreslf with people who support you and are a good influence on you, and help you be your best self","How do I practice better self care (other than ""drink tea"", ""draw pretty things"", ""take a bubble bath"" and other ""tips"" you find online)? ",,,,13,7,10,13,14,11,14,15,6,7,8,What is the meaning of life?,"Meaning of life is (at least for me) to see your friends everyday,to enjoy what you have(and believe me I don't have a lot),just being a good person is good feeling, not having any load on your back( dirty bussines),just having a blast of life with your friends and just being fulfilled with passion,friendship, positive enegry and karma, everything you do good, you will get better twice, so don't ask yourself(or us) that questions, you live once and you should live like you mean it.",BIH,,,,,,,,,,,
941505552,4/27/16 6:14,1969929970,4/27/16 6:13,FALSE,elite,1,28771728,RUS,61,Volgodonsk,80.254.107.80,5,5,5,5,5,5,5,5,5,5,"Take a hot soak.Cool off your room.Keep it dark.Reduce unwanted noise.","you can read a book.. its really works. or u can try relaxing in the dark on bed. and just thinking about nothing, and try chilling music too","You should get everything out of your head first. what i do is take a hot shower, as it relaxes your body a lot.","Reading a book really helps me falling asleep faster at night.  It could also help drinking something warm like tea or milk, and listening to relaxing music. But, honestly, it is just a matter of being tired.",You should turn off all distractions at least 1 hour before bedtime and may seek some tea with soothing effect,"u need first take a cup of fresh milk, then later relax listen great soft music.","Pray to god, thank him for the day, and be happy","you can work out on the day, and stop thinking about life, also you can watch some tv :D",I have had that problem too; I would recommend you to relax and go to bed as calm as possible and when you are in your bed try to think of a relaxing experience you had in the past.,"Read a very calm book, drink a warm cup of tea, or take some melatonin",How do I fall asleep faster at night?,,,,7,9,6,9,10,8,9,11,8,10,8,What is the easiest class at Penn?,"Design of Mechatronics Systems (MEAM 510) is an amazing course. The professor, Dr. Fiene takes you from the basics of circuit design to building some of the most exciting contraptions that come together for the final project which involves robots playing hockey. An extremely lab intensive course, it has the reputation of forcing students to drink Monster several times a week to stay up late at the lab and finish their projects. But everyone agrees that it is an awesome course to take.",VEN,,,,,,,,,,,
941505552,4/27/16 6:14,1969930003,4/27/16 6:13,FALSE,clixsense,1,27122921,PHL,D9,Pinagbuhatan,121.54.54.227,5,5,5,5,5,5,4,5,5,5,"Take a hot soak.Cool off your room.Keep it dark.Reduce unwanted noise.","you can read a book.. its really works. or u can try relaxing in the dark on bed. and just thinking about nothing, and try chilling music too","You should get everything out of your head first. what i do is take a hot shower, as it relaxes your body a lot.","Reading a book really helps me falling asleep faster at night.  It could also help drinking something warm like tea or milk, and listening to relaxing music. But, honestly, it is just a matter of being tired.",You should turn off all distractions at least 1 hour before bedtime and may seek some tea with soothing effect,"u need first take a cup of fresh milk, then later relax listen great soft music.","Pray to god, thank him for the day, and be happy","you can work out on the day, and stop thinking about life, also you can watch some tv :D",I have had that problem too; I would recommend you to relax and go to bed as calm as possible and when you are in your bed try to think of a relaxing experience you had in the past.,"Read a very calm book, drink a warm cup of tea, or take some melatonin",How do I fall asleep faster at night?,,,,10,7,7,6,5,9,6,8,3,3,1,"Why would you say 'Press the ""Submit a question"" tab above'? If I were you, I would replace that text with a button that says 'Submit a Question'. That would be better interface design, wouldn't you agree?",I agree completely.  That would be better interface design...,USA,,,,,,,,,,,
941505552,4/27/16 6:16,1969931292,4/27/16 6:13,FALSE,neodev,1,29589713,CZE,85,Trinec,81.200.56.45,4,4,4,4,4,4,3,4,4,4,"Take a hot soak.Cool off your room.Keep it dark.Reduce unwanted noise.","you can read a book.. its really works. or u can try relaxing in the dark on bed. and just thinking about nothing, and try chilling music too","You should get everything out of your head first. what i do is take a hot shower, as it relaxes your body a lot.","Reading a book really helps me falling asleep faster at night.  It could also help drinking something warm like tea or milk, and listening to relaxing music. But, honestly, it is just a matter of being tired.",You should turn off all distractions at least 1 hour before bedtime and may seek some tea with soothing effect,"u need first take a cup of fresh milk, then later relax listen great soft music.","Pray to god, thank him for the day, and be happy","you can work out on the day, and stop thinking about life, also you can watch some tv :D",I have had that problem too; I would recommend you to relax and go to bed as calm as possible and when you are in your bed try to think of a relaxing experience you had in the past.,"Read a very calm book, drink a warm cup of tea, or take some melatonin",How do I fall asleep faster at night?,,,,11,10,7,12,10,12,12,11,11,11,4,Why is grass green?,"the colour of grass is green because on the surface of grass,there is chlorophyl.this chlorophyl that gives green colour to the grass and leaves.this chlorophyl is very important and essential during photosynthesis process.it absorbs light and later to be use with carbon dioxide and water during photosynthesis process.chlorophyl helps in reflecting green colour of the grass.",MYS,,,,,,,,,,,
941505553,4/27/16 6:02,1969921263,4/27/16 6:02,FALSE,neodev,1,30273801,VEN,,,186.88.168.114,4,4,5,5,5,5,5,4,5,5,"Listen,my friend!noticed this girl,it is not that what it claims!She pretends and pretends that she is interesting to you,but it is not so!",I dont say nothing. Its not with me.,asdasd,"Don't tell her, make a conversation about 'one time...' you were in that situation, she'll figure it out herself","I would tell it really easy because I know thats a big problem, so I would  be really careful, he can fcry",Tell her that there are more options and that it isnt the end of the world.  Tell her that life will go on and shell find someone amazing and perfect for her.,"Part of what makes it so challenging is that no one can agree on what the signals are -- every woman is different,","havent lived that situation, but in case i did, i would start asking why she like him so much or something, in base of her answers i would be little by little trying to call her off",My friend ... things sometimes do not happen as planned ... But life goes,"Just gotta rip the bandaid off and do it. It'll hurt, but as long as you insert some kind comments to your friend it will be okay",How do you politely tell a friend that a guy she's into just isn't that into her?,,,,9,12,12,12,13,11,12,10,10,12,5,What color are potatoes?,"The potatoes have the color  of the earth they were  raised, brown, not too soft, not too dark, just  a normal brown, provided the potatoe is healthy and ready for human consume of course",VEN,,,,,,,,,,,
941505553,4/27/16 6:03,1969921354,4/27/16 6:02,FALSE,clixsense,1,35328452,CZE,80,Nove Mesto Na Morave,84.21.111.251,3,1,1,2,2,3,3,4,2,2,"Listen,my friend!noticed this girl,it is not that what it claims!She pretends and pretends that she is interesting to you,but it is not so!",I dont say nothing. Its not with me.,asdasd,"Don't tell her, make a conversation about 'one time...' you were in that situation, she'll figure it out herself","I would tell it really easy because I know thats a big problem, so I would  be really careful, he can fcry",Tell her that there are more options and that it isnt the end of the world.  Tell her that life will go on and shell find someone amazing and perfect for her.,"Part of what makes it so challenging is that no one can agree on what the signals are -- every woman is different,","havent lived that situation, but in case i did, i would start asking why she like him so much or something, in base of her answers i would be little by little trying to call her off",My friend ... things sometimes do not happen as planned ... But life goes,"Just gotta rip the bandaid off and do it. It'll hurt, but as long as you insert some kind comments to your friend it will be okay",How do you politely tell a friend that a guy she's into just isn't that into her?,,,,11,11,12,13,13,11,11,10,9,10,4,Why do humans have the ability to cry?,"Humans have the ability to cry to show their emotions and let people know how they feel. This can be for different reasons, such as; sad, happy, relieved, or even mad. Releasing tears is also the way to clean foreign objects from eyes. Sometimes foreign objects irritate eyes causing them to tear. People with allergies or cold and flu symptoms can also have watery eyes. Sometimes being able to cry just makes us feel better.",USA,,,,,,,,,,,
941505553,4/27/16 6:03,1969921779,4/27/16 6:02,FALSE,clixsense,1,32951789,IND,19,Bangalore,117.192.246.123,3,4,1,5,3,4,5,4,4,3,"Listen,my friend!noticed this girl,it is not that what it claims!She pretends and pretends that she is interesting to you,but it is not so!",I dont say nothing. Its not with me.,asdasd,"Don't tell her, make a conversation about 'one time...' you were in that situation, she'll figure it out herself","I would tell it really easy because I know thats a big problem, so I would  be really careful, he can fcry",Tell her that there are more options and that it isnt the end of the world.  Tell her that life will go on and shell find someone amazing and perfect for her.,"Part of what makes it so challenging is that no one can agree on what the signals are -- every woman is different,","havent lived that situation, but in case i did, i would start asking why she like him so much or something, in base of her answers i would be little by little trying to call her off",My friend ... things sometimes do not happen as planned ... But life goes,"Just gotta rip the bandaid off and do it. It'll hurt, but as long as you insert some kind comments to your friend it will be okay",How do you politely tell a friend that a guy she's into just isn't that into her?,,,,8,10,3,15,10,6,11,7,9,8,4,When was the first TV invented?,"The earliest version of the CRT was invented by the German physicist Ferdinand Braun in 1897 and is also known as the ""Braun"" tube It was a cold-cathode diode, a modification of the Crookes tube, with a phosphor-coated screen. In 1907, Russian scientist Boris Rosing used a CRT in the receiving end of an experimental video signal to form a picture. He managed to display simple geometric shapes onto the screen, which marked the first time that CRT technology was used for what is now known as television.",MYS,,,,,,,,,,,
941505554,4/27/16 6:07,1969924611,4/27/16 6:06,FALSE,clixsense,1,35399280,IND,25,Chennai,199.224.150.18,4,4,1,1,3,4,3,4,1,3,"you have to tell him that you are not interested. and you are already in a relationshipif not,, u can block him on facebook and use truecaller app for calls","i have no idea, because i am a guy. what  can say i s that ignore all these stuff and pay attention to your career.",N/A,tratarlo con amor siepre,"I cant answer because i am a dude :D so i wouldnt know but i guess women will try to be as bashfull possible, if that doesnt work, theyll make a scene i guess","Being nice actually should work, as long he have common sense, saying i am not interested in a cold painful way will not work, talking in a positive manner being emphatic,  but delivering the same message, should work instead",i will tell the guy to stop hitting me because i am not interested and request them to call me by my name.,"Well you need to be empathic, show  respect for their feeling and deliver the meessage is a possitive and proper way, saying in a cold way that you are not interested will make him feel bad  and situation could get worse",ok,Leave. Make yourself very clear. That is bordering on harassment,"How do you get a guy to stop hitting on you when ""I'm not interested"" doesn't work? And how do you do it in a way where they don't call you names or get angry/threaten you?",,,,6,5,12,14,9,8,11,8,10,6,4,When will the next Game of Thrones book be finished?,"In an April 3, 2015 article in the Huffington Post, George R. R. Martin stated that he hoped that the book would be finished before season 6 premiered on television. So I would think that it would be soon!",BRA,,,,,,,,,,,
941505554,4/27/16 6:07,1969924750,4/27/16 6:06,FALSE,clixsense,1,27122921,PHL,D9,Pinagbuhatan,121.54.54.165,3,2,1,1,3,4,3,5,1,3,"you have to tell him that you are not interested. and you are already in a relationshipif not,, u can block him on facebook and use truecaller app for calls","i have no idea, because i am a guy. what  can say i s that ignore all these stuff and pay attention to your career.",N/A,tratarlo con amor siepre,"I cant answer because i am a dude :D so i wouldnt know but i guess women will try to be as bashfull possible, if that doesnt work, theyll make a scene i guess","Being nice actually should work, as long he have common sense, saying i am not interested in a cold painful way will not work, talking in a positive manner being emphatic,  but delivering the same message, should work instead",i will tell the guy to stop hitting me because i am not interested and request them to call me by my name.,"Well you need to be empathic, show  respect for their feeling and deliver the meessage is a possitive and proper way, saying in a cold way that you are not interested will make him feel bad  and situation could get worse",ok,Leave. Make yourself very clear. That is bordering on harassment,"How do you get a guy to stop hitting on you when ""I'm not interested"" doesn't work? And how do you do it in a way where they don't call you names or get angry/threaten you?",,,,7,12,9,8,8,12,10,7,7,14,10,Why is Apple more successful than microsoft?,"Innovation - apple is a guiding force in the technology field, while microsoft simply provides services that people have already expressed interest in. Apple is more of a premium product",0,,,,,,,,,,,
941505554,4/27/16 6:09,1969925958,4/27/16 6:06,FALSE,clixsense,1,20512953,USA,CA,Fairfield,76.232.182.5,3,1,1,1,1,3,4,2,1,5,"you have to tell him that you are not interested. and you are already in a relationshipif not,, u can block him on facebook and use truecaller app for calls","i have no idea, because i am a guy. what  can say i s that ignore all these stuff and pay attention to your career.",N/A,tratarlo con amor siepre,"I cant answer because i am a dude :D so i wouldnt know but i guess women will try to be as bashfull possible, if that doesnt work, theyll make a scene i guess","Being nice actually should work, as long he have common sense, saying i am not interested in a cold painful way will not work, talking in a positive manner being emphatic,  but delivering the same message, should work instead",i will tell the guy to stop hitting me because i am not interested and request them to call me by my name.,"Well you need to be empathic, show  respect for their feeling and deliver the meessage is a possitive and proper way, saying in a cold way that you are not interested will make him feel bad  and situation could get worse",ok,Leave. Make yourself very clear. That is bordering on harassment,"How do you get a guy to stop hitting on you when ""I'm not interested"" doesn't work? And how do you do it in a way where they don't call you names or get angry/threaten you?",,,,3,3,3,12,14,9,12,11,10,8,5,When was Apple invented? ,"Apple was established on April 1, 1976, by Steve Jobs, Steve Wozniak and Ronald Wayne to sell the Apple I personal computer kit. The Apple I kits were computers single-handedly designed and hand-built by Wozniak and first shown to the public at the Homebrew Computer Club.",COL,,,,,,,,,,,
941505555,4/27/16 5:58,1969917777,4/27/16 5:57,FALSE,neodev,1,30273801,VEN,,,186.88.168.114,5,4,4,4,5,5,4,4,4,5,"tell them that if they dont do their dirty dishes, the coackroach will bite them, the rats will pull their hair","It is ironic , but as they already knew what it was , certainly will not wonder","In my house, we assist a movie, or make a joke","If your roommate notices, she might get the hint that youÅ__ÑÓÕ_d like to live in a cleaner space. Or, she might think youÅ__ÑÓÕ_re a Å__ÑÓ_ÑÒclean-freakÅ__ÑÓëù with control issues.","don't have any roommates but if I did Id put them in their room. if they still do nothing, put more","try to user the force, i mean you need go to the gym first and eat lot of meat, later show to your room mate who is in charge",I will say: do you want there are many ants or mouse in our room? Please clean it,"Well, they always come to watch a film, or maybe watch some programming on tv about the dirty, all of them slowly without exception, dirty and not cleaned his slowly, in my opinion it is a lack of education",yes wash with,"Ask them again, and express how important cleanliness is to you. If even that doesn't work, talk to your RA.",How do you get your roommates to do their dirty dishes even after you've talked to them about it?,,,,3,7,3,7,10,9,13,12,6,14,10,How many workers are there on Mechanical Turk?,"About 25,000. You can read about the demographics here: http://www.behind-the-enemy-lines.com/2015/04/demographics-of-mechanical-turk-now.html",0,,,,,,,,,,,
941505555,4/27/16 5:59,1969918534,4/27/16 5:57,FALSE,clixsense,1,20512953,USA,CA,Fairfield,76.232.182.5,1,1,1,2,2,1,4,2,1,5,"tell them that if they dont do their dirty dishes, the coackroach will bite them, the rats will pull their hair","It is ironic , but as they already knew what it was , certainly will not wonder","In my house, we assist a movie, or make a joke","If your roommate notices, she might get the hint that youÅ__ÑÓÕ_d like to live in a cleaner space. Or, she might think youÅ__ÑÓÕ_re a Å__ÑÓ_ÑÒclean-freakÅ__ÑÓëù with control issues.","don't have any roommates but if I did Id put them in their room. if they still do nothing, put more","try to user the force, i mean you need go to the gym first and eat lot of meat, later show to your room mate who is in charge",I will say: do you want there are many ants or mouse in our room? Please clean it,"Well, they always come to watch a film, or maybe watch some programming on tv about the dirty, all of them slowly without exception, dirty and not cleaned his slowly, in my opinion it is a lack of education",yes wash with,"Ask them again, and express how important cleanliness is to you. If even that doesn't work, talk to your RA.",How do you get your roommates to do their dirty dishes even after you've talked to them about it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
